hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,16,2016,December,53,28,2,4,2,0.0,0,bb,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,0.0,0,Transient,76.67,0,0,Canceled,2016-12-12
City Hotel,1,276,2016,December,53,28,1,4,2,0.0,0,bb,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,81.43,0,0,Canceled,2016-08-18
City Hotel,1,149,2016,December,53,28,1,4,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8.0,0.0,0,Transient,178.67,0,1,Canceled,2016-10-08
City Hotel,1,92,2016,December,53,28,2,4,2,0.0,0,bb,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,0.0,76,Transient,76.67,0,0,Canceled,2016-12-12
City Hotel,1,199,2016,December,53,28,2,4,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0.0,0,Transient,77.89,0,0,Canceled,2016-06-12
City Hotel,1,237,2016,December,53,28,2,5,2,0.0,0,bb,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,95.56,0,0,Canceled,2016-06-13
City Hotel,1,252,2016,December,53,28,2,7,2,0.0,0,sc,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,69.42,0,1,Canceled,2016-04-27
City Hotel,1,15,2016,December,53,28,2,5,2,0.0,0,sc,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,98.11,0,2,Canceled,2016-12-20
City Hotel,1,199,2016,December,53,29,0,3,2,0.0,0,bb,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0.0,0,Transient,107.1,0,0,No-Show,2016-12-29
City Hotel,1,59,2016,December,53,29,0,3,2,0.0,0,bb,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,122.4,0,1,Canceled,2016-11-02
City Hotel,1,16,2016,December,53,29,0,3,2,0.0,0,sc,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,120.0,0,1,Canceled,2016-12-22
City Hotel,1,221,2016,December,53,29,0,3,2,0.0,0,sc,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,79.5,0,2,Canceled,2016-12-05
City Hotel,1,282,2016,December,53,29,1,3,2,0.0,0,hb,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,115.6,0,0,Canceled,2016-03-26
City Hotel,1,16,2016,December,53,29,1,3,2,0.0,0,sc,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,91.8,0,0,Canceled,2016-12-21
City Hotel,1,17,2016,December,53,29,1,3,2,0.0,0,bb,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,125.8,0,1,Canceled,2016-12-19
City Hotel,1,15,2016,December,53,29,1,3,2,0.0,0,sc,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,102.0,0,0,Canceled,2016-12-14
City Hotel,1,282,2016,December,53,29,1,3,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,83.3,0,2,Canceled,2016-12-02
City Hotel,1,78,2016,December,53,29,1,3,2,0.0,0,bb,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,169.91,0,1,Canceled,2016-11-21
City Hotel,1,225,2016,December,53,29,2,3,2,0.0,0,bb,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,150.11,0,0,Canceled,2016-05-22
City Hotel,1,224,2016,December,53,29,2,3,2,0.0,0,bb,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,82.11,0,0,Canceled,2016-08-13
City Hotel,1,22,2016,December,53,29,2,3,2,0.0,0,hb,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,198.88,0,2,Canceled,2016-12-22
City Hotel,1,17,2016,December,53,29,2,3,2,0.0,0,bb,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,125.8,0,1,Canceled,2016-12-19
City Hotel,1,8,2016,December,53,29,2,3,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,125.8,0,1,Canceled,2016-12-21
City Hotel,1,212,2016,December,53,29,2,4,2,0.0,0,bb,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,88.4,0,0,Canceled,2016-06-07
City Hotel,1,17,2016,December,53,29,2,5,2,0.0,0,sc,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,92.91,0,3,Canceled,2016-12-19
City Hotel,1,35,2016,December,53,29,2,6,2,0.0,0,bb,ITA,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9.0,0.0,0,Transient,114.98,0,2,Canceled,2016-12-22
City Hotel,1,19,2016,December,53,30,0,1,2,0.0,0,bb,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,148.0,0,0,Canceled,2016-12-15
City Hotel,1,64,2016,December,53,30,0,1,2,0.0,0,bb,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,131.4,0,1,Canceled,2016-11-23
City Hotel,1,6,2016,December,53,30,0,2,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,138.0,0,0,Canceled,2016-12-25
City Hotel,1,12,2016,December,53,30,0,2,2,0.0,0,bb,BGR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,148.0,0,0,Canceled,2016-12-23
City Hotel,1,16,2016,December,53,30,0,2,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,148.0,0,1,Canceled,2016-12-14
City Hotel,1,126,2016,December,53,30,0,2,2,0.0,0,bb,BGR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,139.88,0,1,Canceled,2016-12-07
City Hotel,1,11,2016,December,53,30,0,2,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,1.48,0,0,Canceled,2016-12-19
City Hotel,1,18,2016,December,53,30,0,2,2,0.0,0,bb,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0.0,0.0,0,Transient,120.0,0,0,Canceled,2016-12-14
City Hotel,1,79,2016,December,53,30,0,2,2,0.0,0,bb,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,192.03,0,1,Canceled,2016-11-21
City Hotel,1,207,2016,December,53,30,1,2,2,0.0,0,bb,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,104.0,0.0,0,Transient,161.67,0,0,Canceled,2016-12-01
City Hotel,1,18,2016,December,53,30,1,2,2,0.0,0,bb,PRI,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,148.0,0,2,Canceled,2016-12-13
City Hotel,1,18,2016,December,53,30,1,2,2,0.0,0,bb,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,148.0,0,2,Canceled,2016-12-15
City Hotel,1,74,2016,December,53,30,1,2,2,0.0,0,bb,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,104.0,0.0,0,Transient,145.1,0,0,Canceled,2016-12-27
City Hotel,1,226,2016,December,53,30,1,2,2,0.0,0,bb,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,105.0,0,1,Canceled,2016-09-18
City Hotel,1,207,2016,December,53,30,1,2,2,0.0,0,bb,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,104.0,0.0,0,Transient-Party,95.0,0,0,Canceled,2016-12-27
City Hotel,1,244,2016,December,53,30,1,2,2,0.0,0,sc,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,80.7,0,0,Canceled,2016-09-26
City Hotel,1,40,2016,December,53,30,2,2,2,0.0,0,bb,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,185.28,0,0,Canceled,2016-12-03
City Hotel,1,17,2016,December,53,30,2,2,2,0.0,0,sc,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,102.0,0,0,Canceled,2016-12-14
City Hotel,1,250,2016,December,53,30,2,2,2,0.0,0,bb,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,84.15,0,2,Canceled,2016-12-19
City Hotel,1,254,2016,December,53,30,2,2,2,0.0,0,sc,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,73.95,0,0,Canceled,2016-09-03
City Hotel,1,215,2016,December,53,30,2,2,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,94.35,0,1,Canceled,2016-09-25
City Hotel,1,220,2016,December,53,30,2,2,2,0.0,0,bb,CHL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0.0,0,Transient,84.15,0,1,Canceled,2016-12-05
City Hotel,1,10,2016,December,53,30,2,3,2,0.0,0,bb,LUX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,120.36,0,2,Canceled,2016-12-24
City Hotel,1,283,2016,December,53,30,2,3,2,0.0,0,bb,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,82.79,0,0,Canceled,2016-03-24
City Hotel,1,238,2016,December,53,31,1,1,2,0.0,0,sc,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,78.3,0,0,Canceled,2016-07-25
City Hotel,1,18,2016,December,53,31,2,1,2,0.0,0,sc,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,119.1,0,2,Canceled,2016-12-18
City Hotel,1,238,2016,December,53,31,2,1,2,0.0,0,bb,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,86.7,0,0,Canceled,2016-07-25
City Hotel,1,280,2016,December,53,31,2,1,2,0.0,0,bb,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,86.7,0,0,Canceled,2016-03-27
City Hotel,1,40,2016,December,53,31,2,2,2,0.0,0,hb,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,155.13,0,0,Canceled,2016-11-21
City Hotel,1,18,2016,December,53,31,2,2,2,0.0,0,bb,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,115.68,0,2,Canceled,2016-12-19
City Hotel,1,19,2016,December,53,31,2,2,2,0.0,0,bb,BIH,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,110.5,0,0,Canceled,2016-12-13
City Hotel,1,240,2016,December,53,31,2,2,2,0.0,0,sc,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,70.55,0,1,Canceled,2016-09-13
City Hotel,1,19,2016,December,53,31,2,2,2,0.0,0,bb,BIH,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,119.0,0,0,Canceled,2016-12-13
City Hotel,1,226,2016,December,53,31,2,3,2,0.0,0,bb,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,92.82,0,1,Canceled,2016-09-25
City Hotel,1,251,2016,December,53,31,2,5,2,0.0,0,bb,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,79.29,0,0,Canceled,2016-08-09
City Hotel,1,70,2017,January,1,1,1,0,2,0.0,0,bb,KOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,131.4,0,1,Canceled,2016-10-24
City Hotel,1,187,2017,January,1,1,1,0,2,0.0,0,hb,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,137.7,0,3,Canceled,2016-11-19
City Hotel,1,46,2017,January,1,1,2,0,2,0.0,0,bb,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,65.0,0,0,Canceled,2016-12-21
City Hotel,1,46,2017,January,1,1,2,0,2,0.0,0,bb,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient-Party,65.0,0,0,Canceled,2016-11-18
City Hotel,1,42,2017,January,1,1,2,1,2,0.0,0,bb,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,114.67,0,0,Canceled,2016-11-21
City Hotel,1,26,2017,January,1,1,2,2,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,103.7,0,0,Canceled,2016-12-17
City Hotel,1,101,2017,January,1,1,2,2,2,0.0,0,sc,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,81.6,0,2,Canceled,2016-10-01
City Hotel,1,67,2017,January,1,1,2,2,2,0.0,0,bb,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,103.7,0,1,Canceled,2016-11-15
City Hotel,1,3,2017,January,1,1,2,2,2,0.0,0,sc,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,88.4,0,0,Canceled,2016-12-29
City Hotel,1,12,2017,January,1,1,2,2,2,0.0,0,hb,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,153.5,0,2,Canceled,2016-12-23
City Hotel,1,252,2017,January,1,1,2,2,2,0.0,0,bb,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,77.35,0,1,Canceled,2016-12-02
City Hotel,1,260,2017,January,1,1,2,3,2,0.0,0,bb,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,77.35,0,0,Canceled,2016-05-13
City Hotel,1,74,2017,January,1,1,2,4,2,0.0,0,hb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0.0,0,Transient,133.73,0,1,Canceled,2016-10-26
City Hotel,1,39,2017,January,1,2,1,0,2,0.0,0,sc,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,88.0,0,0,Canceled,2016-12-09
City Hotel,1,123,2017,January,1,2,1,1,2,0.0,0,bb,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,102.6,0,1,Canceled,2016-11-27
City Hotel,1,49,2017,January,1,2,1,1,2,0.0,0,bb,SGP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,86.4,0,2,Canceled,2016-11-24
City Hotel,1,49,2017,January,1,2,1,1,2,0.0,0,bb,SGP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,93.6,0,2,Canceled,2016-11-24
City Hotel,1,124,2017,January,1,2,1,1,2,0.0,0,bb,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,102.6,0,1,Canceled,2016-11-27
City Hotel,1,71,2017,January,1,2,1,2,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,102.6,0,2,Canceled,2016-12-07
City Hotel,1,29,2017,January,1,2,1,2,2,0.0,0,bb,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0.0,0,Transient,117.0,0,2,Canceled,2016-12-31
City Hotel,1,11,2017,January,1,2,1,2,2,0.0,0,bb,IDN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,99.17,0,0,Canceled,2016-12-27
City Hotel,1,47,2017,January,1,2,1,2,2,0.0,0,sc,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,79.2,0,1,Canceled,2016-11-23
City Hotel,1,78,2017,January,1,2,1,3,2,0.0,0,sc,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,0,Canceled,2016-10-17
City Hotel,1,77,2017,January,1,2,1,2,2,0.0,0,sc,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,79.2,0,0,Canceled,2016-10-17
City Hotel,1,21,2017,January,1,2,1,3,2,0.0,0,bb,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,90.1,0,2,Canceled,2016-12-16
City Hotel,1,39,2017,January,1,2,1,3,2,0.0,0,bb,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,88.4,0,0,Canceled,2016-11-29
City Hotel,1,38,2017,January,1,2,1,3,2,0.0,0,sc,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,2,Canceled,2016-12-23
City Hotel,1,4,2017,January,1,2,1,3,2,0.0,0,hb,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0.0,0,Transient,111.78,0,0,No-Show,2017-01-02
City Hotel,1,15,2017,January,1,2,1,3,2,0.0,0,sc,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,81.6,0,0,Canceled,2016-12-19
City Hotel,1,49,2017,January,1,2,1,3,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,88.4,0,2,Canceled,2016-11-20
City Hotel,1,203,2017,January,1,2,1,3,2,0.0,0,bb,RUS,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,9.0,0.0,0,Transient,91.6,0,2,Canceled,2016-11-19
City Hotel,1,6,2017,January,1,2,1,3,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,96.9,0,0,Canceled,2016-12-28
City Hotel,1,113,2017,January,1,2,1,4,2,0.0,0,hb,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,142.0,0,3,Canceled,2016-09-16
City Hotel,1,268,2017,January,1,2,1,4,2,0.0,0,bb,RUS,Online TA,TA/TO,0,0,0,B,B,3,No Deposit,9.0,0.0,0,Transient,141.14,0,1,Canceled,2016-06-12
City Hotel,1,204,2017,January,1,2,1,4,2,0.0,0,bb,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,97.75,0,0,Canceled,2016-06-13
City Hotel,1,231,2017,January,1,2,1,4,2,0.0,0,hb,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,109.65,0,2,Canceled,2016-11-20
City Hotel,1,15,2017,January,1,2,1,4,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,0.0,0,Transient,97.92,0,0,Canceled,2016-12-19
City Hotel,1,210,2017,January,1,2,1,4,2,0.0,0,bb,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,85.0,0,0,Canceled,2016-07-02
City Hotel,1,29,2017,January,1,3,0,2,2,0.0,0,sc,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,79.2,0,1,Canceled,2016-12-16
City Hotel,1,27,2017,January,1,3,0,2,2,0.0,0,bb,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,106.0,0,1,Canceled,2016-12-24
City Hotel,1,2,2017,January,1,3,0,2,2,0.0,0,sc,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,88.0,0,0,Canceled,2017-01-02
City Hotel,1,50,2017,January,1,3,0,2,2,0.0,0,sc,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,71.28,0,1,Canceled,2016-12-08
City Hotel,1,22,2017,January,1,3,0,2,2,0.0,0,sc,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,88.0,0,1,Canceled,2016-12-13
City Hotel,1,54,2017,January,1,3,0,2,2,0.0,0,bb,CHN,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,0.0,0,Transient,77.76,0,2,Canceled,2016-12-08
City Hotel,1,20,2017,January,1,3,0,2,2,0.0,0,sc,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,88.0,0,1,Canceled,2016-12-16
City Hotel,1,43,2017,January,1,3,0,2,2,0.0,0,bb,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,102.6,0,0,Canceled,2016-12-08
City Hotel,1,40,2017,January,1,3,0,3,2,0.0,0,sc,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,88.0,0,0,Canceled,2016-11-25
City Hotel,1,9,2017,January,1,3,0,3,2,0.0,0,sc,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,88.0,0,1,Canceled,2016-12-27
City Hotel,1,133,2017,January,1,3,0,3,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,93.6,0,1,Canceled,2016-10-03
City Hotel,1,15,2017,January,1,3,0,3,2,0.0,0,bb,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,90.1,0,1,Canceled,2016-12-22
City Hotel,1,93,2017,January,1,3,0,4,2,0.0,0,sc,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,0,Canceled,2016-10-03
City Hotel,1,226,2017,January,1,3,0,4,2,0.0,0,sc,DOM,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,67.15,0,0,Canceled,2016-07-03
City Hotel,1,139,2017,January,1,3,0,4,2,0.0,0,bb,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,85.0,0,1,Canceled,2016-09-08
City Hotel,1,100,2017,January,1,3,0,5,2,0.0,0,sc,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,1,Canceled,2016-10-16
City Hotel,1,16,2017,January,1,3,0,5,2,0.0,0,bb,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,90.1,0,2,Canceled,2016-12-21
City Hotel,1,128,2017,January,1,3,2,6,2,0.0,0,sc,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,1,Canceled,2016-12-09
City Hotel,1,46,2017,January,1,3,2,8,2,0.0,0,sc,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,0,Canceled,2016-12-06
City Hotel,1,45,2017,January,1,4,0,2,2,0.0,0,bb,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,86.4,0,0,Canceled,2016-11-27
City Hotel,1,108,2017,January,1,4,0,3,2,0.0,0,sc,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,79.2,0,1,Canceled,2016-11-24
City Hotel,1,20,2017,January,1,4,0,3,2,0.0,0,bb,ITA,Online TA,GDS,0,0,0,E,E,0,No Deposit,195.0,0.0,0,Transient,136.0,0,0,Canceled,2016-12-19
City Hotel,1,86,2017,January,1,4,0,3,2,0.0,0,sc,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,79.2,0,2,Canceled,2016-12-12
City Hotel,1,44,2017,January,1,4,0,4,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,88.4,0,0,Canceled,2016-11-23
City Hotel,1,73,2017,January,1,4,0,4,2,0.0,0,sc,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,57.6,0,1,Canceled,2016-10-25
City Hotel,1,250,2017,January,1,4,0,4,2,0.0,0,sc,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,67.15,0,0,Canceled,2016-05-05
City Hotel,1,23,2017,January,1,4,0,4,2,0.0,0,bb,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,90.1,0,1,Canceled,2016-12-22
City Hotel,1,195,2017,January,1,4,0,4,2,0.0,0,sc,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,0,Canceled,2016-11-21
City Hotel,1,40,2017,January,1,4,2,4,2,0.0,0,bb,PAK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,88.4,0,0,Canceled,2016-12-19
City Hotel,1,108,2017,January,1,4,2,5,2,0.0,0,sc,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,1,Canceled,2016-10-27
City Hotel,1,218,2017,January,1,4,2,7,2,0.0,0,sc,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,1,Canceled,2016-11-22
City Hotel,1,130,2017,January,1,4,2,8,2,0.0,0,sc,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,0,Canceled,2016-08-29
City Hotel,1,11,2017,January,1,5,0,1,2,0.0,0,sc,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,88.0,0,1,Canceled,2016-12-30
City Hotel,1,41,2017,January,1,5,0,3,2,0.0,0,bb,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,104.0,0,0,Canceled,2016-12-27
City Hotel,1,65,2017,January,1,5,0,3,2,0.0,0,bb,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,93.6,0,0,Canceled,2016-11-07
City Hotel,1,28,2017,January,1,5,1,3,2,0.0,0,bb,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,86.0,0.0,0,Transient,72.08,0,0,Canceled,2016-12-12
City Hotel,1,15,2017,January,1,5,1,3,2,0.0,0,sc,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,73.0,0,1,Canceled,2016-12-23
